bom_id,startdate
15666,2017-07-21 02:00:00
71075,2017-07-21 02:00:00
40926,2017-07-21 02:00:00
97083,2017-07-21 02:00:00
42112,2017-07-21 02:00:00
21133,2017-07-21 02:00:00
29127,2017-07-21 02:00:00
26099,2017-07-21 02:00:00
61392,2017-07-21 02:00:00
300055,2017-11-27 04:10:00
250138,2022-04-06 02:50:00
27045,2017-07-21 02:00:00
109504,2017-07-21 02:00:00
4019,2017-07-21 02:00:00
18207,2020-12-15 04:30:00
250120,2021-09-03 03:50:00
15602,2017-07-21 02:00:00
70330,2017-07-20 11:30:00
14829,2017-07-21 02:00:00
505049,2017-07-21 02:00:00
250134,2022-02-14 00:50:00
250080,2018-11-15 22:30:00
250098,2018-11-07 02:10:00
53115,2017-07-21 02:00:00
14984,2017-10-02 00:40:00
3093,2017-07-21 02:00:00
88043,2017-07-20 23:00:00
66137,2017-07-21 02:00:00
9977,2017-07-21 02:00:00
14272,2017-07-21 02:00:00
33002,2017-07-21 02:00:00
40925,2017-07-21 02:00:00
66051,2017-07-21 02:00:00
5084,2017-11-20 00:30:00
9240,2017-07-21 02:00:00
10614,2017-07-21 01:00:00
9215,2017-07-21 02:00:00
60141,2017-07-21 02:00:00
14142,2017-07-21 02:00:00
9255,2019-03-18 02:40:00
250143,2022-09-04 23:20:00
66023,2017-07-21 01:45:00
250070,2018-11-07 02:10:00
250047,2017-11-27 00:00:00
85314,2017-09-06 06:00:00
250115,2020-12-13 22:50:00
87113,2017-07-21 01:54:00
15085,2017-07-20 23:30:00
200784,2018-01-24 23:40:00
16090,2017-07-21 02:00:00
63039,2017-07-20 23:00:00
71041,2017-07-20 23:00:00
94008,2017-07-21 02:00:00
8251,2017-07-21 01:00:00
54038,2017-07-21 02:00:00
250101,2019-08-14 05:10:00
250061,2017-08-05 03:00:00
2056,2017-07-21 02:00:00
200100,2017-09-26 05:00:00
250054,2018-11-08 23:10:00
9111,2017-07-20 07:00:00
2064,2017-07-21 02:00:00
5007,2017-07-21 02:00:00
300063,2021-06-06 11:00:00
70349,2017-07-21 02:00:00
61430,2017-07-21 02:00:00
70278,2017-07-20 23:00:00
5094,2017-07-21 02:00:00
9519,2017-07-21 02:00:00
33106,2017-07-21 02:00:00
200001,2017-07-21 02:00:00
69138,2017-07-21 02:00:00
70080,2017-07-20 23:00:00
