Station Code,Station Name,Country,State,Latitude,Longitude,Elevation,Start,End,Timezone UTC,Timezone Name,Source,Wind Direction,Wind Speed,Wind Gust,Sea Level Pressure,Dry Bulb Temperature,Wet Bulb Temperature,Relative Humidity,Rain,Rain Intensity,Cloud Oktas,Mean Correction Factors
0250109,DFES PORTABLE AWS A,Australia,WA,-31.5492,116.379,173.0,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0250120,DFES PORTABLE AWS E,Australia,WA,-16.4202,126.441,10.0,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0250118,DFES PORTABLE AWS C,Australia,WA,-28.7612,114.637,20.0,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0250144,PORTABLE WA AWS 6 (DFES),Australia,WA,-32.1276,115.857,11.0,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0250113,TAS PARKS WILDLIFE PORTABLE F,Australia,TAS,-40.0,148.0,50.0,...,...,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
0250091,TAS FIRE SERVICE PORTABLE 3,Australia,TAS,-42.0176,147.497,0.0,...,...,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
0250108,TAS FIRE SERVICE PORTABLE D,Australia,TAS,-42.8346,147.447,40.0,...,...,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
0250127,PORTABLE SA AWS FOXTROT (DEW),Australia,SA,-34.88,138.573,11.0,...,...,UTC +10:30,Australia/Adelaide,BOM,,,,,,,,,,,
0250128,PORTABLE SA AWS GOLF (DEW),Australia,SA,-34.9524,138.52,2.0,...,...,UTC +10:30,Australia/Adelaide,BOM,,,,,,,,,,,
0250110,TAS PARKS WILDLIFE PORTABLE E,Australia,TAS,-45.0,149.0,50.0,...,...,UTC +10:00,Etc/GMT-10,BOM,,,,,,,,,,,
0250142,PORTABLE TAS AWS 6 (TFS),Australia,TAS,-41.602,148.063,253.0,...,...,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
0250061,PORTABLE QFRG,Australia,QLD,-19.3589,146.892,321.0,...,...,UTC +10:00,Australia/Brisbane,BOM,False,False,False,False,True,True,True,True,True,False,
0250058,PORTABLE QFRD,Australia,QLD,-27.3741,151.087,350.0,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0250062,PORTABLE QFRH,Australia,QLD,-16.9062,145.567,402.0,...,...,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0250059,PORTABLE QFRE,Australia,QLD,-25.0591,151.033,39.0,...,...,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0250048,PORTABLE QFRB,Australia,QLD,-27.6836,153.384,20.0,...,...,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0250060,PORTABLE QFRF,Australia,QLD,-25.3039,149.196,411.0,...,...,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0250047,PORTABLE QFRA,Australia,QLD,-27.68,153.38,10.0,...,...,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0250073,PORTABLE QFRI (INGLEWOOD),Australia,QLD,-28.4169,151.097,286.0,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0250074,PORTABLE QFRJ (NORTH TAMBORINE),Australia,QLD,-27.9396,153.191,527.0,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0250075,PORTABLE QFRK (RAVENSHOE),Australia,QLD,-17.6096,145.487,0.0,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0250049,PORTABLE QFRC,Australia,QLD,-27.72,153.2,121.0,...,...,UTC +10:00,Australia/Brisbane,BOM,False,False,False,False,True,True,True,True,True,False,
0250076,PORTABLE QFRL (MOUNT FOX),Australia,QLD,-18.8322,145.801,645.0,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0541157,CHINCHILLA AIRPORT,Australia,QLD,-26.769,150.617,310.66,...,...,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0250115,PORTABLE QFRM,Australia,QLD,-27.1945,152.092,730.0,...,...,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0250114,PORTABLE QFRN,Australia,QLD,-27.0522,150.47,337.0,...,...,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0250033,PORTABLE CFSA,Australia,SA,-35.318,138.632,280.0,...,...,UTC +10:30,Australia/Adelaide,BOM,True,True,True,False,True,True,True,True,True,False,
0250034,PORTABLE CFSB,Australia,SA,-35.3088,138.634,262.0,...,...,UTC +10:30,Australia/Adelaide,BOM,True,True,True,False,True,True,True,True,True,False,
0250035,PORTABLE CFSE,Australia,SA,-34.952,138.52,2.0,...,...,UTC +10:30,Australia/Adelaide,BOM,True,True,True,False,True,True,True,True,True,False,
0250036,PORTABLE CFSC,Australia,SA,-34.952,138.52,2.0,...,...,UTC +10:30,Australia/Adelaide,BOM,True,True,True,False,True,True,True,True,True,False,
0250055,PORTABLE RFSNSW05,Australia,NSW,-33.3704,150.752,282.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250143,PORTABLE SA AWS INDIA (DEW),Australia,SA,-34.9521,138.519,2.0,...,...,UTC +10:30,Australia/Adelaide,BOM,,,,,,,,,,,
0250140,PORTABLE SA AWS HOTEL (DEW),Australia,SA,-34.9522,138.519,2.0,...,...,UTC +10:30,Australia/Adelaide,BOM,,,,,,,,,,,
0250057,PORTABLE NPWS NSW01,Australia,NSW,-36.1879,149.712,160.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250069,PORTABLE RFSACT01,Australia,NSW,-35.4595,148.93,834.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,True,True,True,True,True,True,False,
0250070,PORTABLE RFSACT02,Australia,NSW,-35.1066,148.848,750.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,True,True,True,True,True,True,False,
0250071,PORTABLE RFSACT03,Australia,NSW,-35.3111,149.316,720.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250072,PORTABLE RFSACT04,Australia,NSW,-35.7345,148.976,1035.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250043,PORTABLE RFSNSW01,Australia,NSW,-32.0876,151.954,109.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250042,PORTABLE RFSNSW02,Australia,NSW,-33.8035,150.367,153.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250053,PORTABLE RFSNSW07,Australia,NSW,-31.4714,151.421,1237.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250065,PORTABLE RFSNSW11,Australia,NSW,-29.6138,152.479,1015.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250067,PORTABLE RFSNSW13,Australia,NSW,-29.9364,152.725,197.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250098,PORTABLE RFSNSW51,Australia,NSW,-35.4939,146.975,228.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250095,PORTABLE RFSNSW52,Australia,NSW,-35.2609,146.38,147.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250096,PORTABLE RFSNSW53,Australia,NSW,-34.4387,146.896,205.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250099,PORTABLE NPWS NSW02,Australia,NSW,-33.5105,150.582,513.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,False,True,True,True,True,True,False,
0250054,PORTABLE RFSNSW08,Australia,NSW,-28.9994,153.145,9.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250104,ACT PCS1,Australia,NSW,-35.5793,148.908,987.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250056,PORTABLE RFSNSW03,Australia,NSW,-34.2381,150.814,357.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250086,PORTABLE RFSNSW21,Australia,NSW,-30.2314,150.1,478.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250082,PORTABLE RFSNSW17,Australia,NSW,-30.929,149.372,436.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250080,PORTABLE RFSNSW15,Australia,NSW,-31.3464,152.889,13.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250105,ACT PCS2,Australia,NSW,-35.8684,149.027,1086.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250066,PORTABLE RFSNSW12,Australia,NSW,-29.9364,152.725,196.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250064,PORTABLE RFSNSW10,Australia,NSW,-35.27,148.241,262.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250051,PORTABLE RFSNSW04,Australia,NSW,-29.3143,152.774,125.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250085,PORTABLE RFSNSW20,Australia,NSW,-33.5901,151.006,169.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250081,PORTABLE RFSNSW16,Australia,NSW,-29.9222,150.947,578.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250097,PORTABLE RFSNSW54,Australia,NSW,-29.1004,152.872,76.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250083,PORTABLE RFSNSW19,Australia,NSW,-36.5831,149.752,183.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250052,PORTABLE RFSNSW06,Australia,NSW,-32.38,150.7,111.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250084,PORTABLE RFSNSW18,Australia,NSW,-32.5708,149.881,756.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250063,PORTABLE RFSNSW09,Australia,NSW,-31.7773,151.658,704.0,...,...,UTC +11:00,Australia/Sydney,BOM,False,False,False,False,True,True,True,True,True,False,
0250116,PORTABLE NSW WN01 (WATER NSW),Australia,NSW,-34.328,150.609,382.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250146,AFSG (PCS3),Australia,NSW,-35.326,149.049,0.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
