Station Code,Station Name,Country,State,Latitude,Longitude,Elevation,Start,End,Timezone UTC,Timezone Name,Source,Wind Direction,Wind Speed,Wind Gust,Sea Level Pressure,Dry Bulb Temperature,Wet Bulb Temperature,Relative Humidity,Rain,Rain Intensity,Cloud Oktas,Mean Correction Factors
091284,BRIDPORT (SEA VIEW VILLAS),Australia,TAS,-41.0025,147.3869,52.0,1994,2018,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,True,True,True,
091291,SHEFFIELD SCHOOL FARM,Australia,TAS,-41.3885776,146.3221695,294.2,1996,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
091292,SMITHTON AERODROME,Australia,TAS,-40.8347,145.0847,7.5,1996,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
091293,LOW HEAD,Australia,TAS,-41.0547,146.7874,3.0,1997,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
091306,CRESSY RESEARCH STATION,Australia,TAS,-41.7256,147.0794,148.0,1999,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
091311,LAUNCESTON AIRPORT,Australia,TAS,-41.54773985,147.2157527,166.9,2004,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,True,
091331,CAPE GRIM,Australia,TAS,-40.6764,144.6922,86.0,2010,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,True,
091344,BURNIE NTC AWS,Australia,TAS,-41.05,145.9149,0.0,1992,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,False,False,True,True,False,
091375,CRESSY (BRUMBYS CREEK),Australia,TAS,-41.7114,147.082,152.0,2022,2023,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
092003,BICHENO (COUNCIL DEPOT),Australia,TAS,-41.8739,148.3036,11.0,1917,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,False,False,True,
092012,FINGAL (LEGGE STREET),Australia,TAS,-41.6428,147.9664,237.0,1882,2021,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
092019,LAKE LEAKE (ELIZABETH RIVER),Australia,TAS,-42.0067,147.7975,575.0,1890,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,False,False,True,
092027,ORFORD (AUBIN COURT),Australia,TAS,-42.5519,147.8753,14.0,1951,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,False,False,True,
092045,LARAPUNA (EDDYSTONE POINT),Australia,TAS,-40.9928,148.3467,19.7,1908,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
092114,FRIENDLY BEACHES,Australia,TAS,-41.99522805,148.2796733,55.0,1997,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
092120,ST HELENS AERODROME,Australia,TAS,-41.3381,148.2792,48.0,2001,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,True,
092123,SWAN ISLAND,Australia,TAS,-40.7292,148.125,15.0,2001,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
092124,MARIA ISLAND (POINT LESUEUR),Australia,TAS,-42.6621,148.0179,28.0,2004,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
092133,SPRING BAY NTC AWS,Australia,TAS,-42.5464,147.9308,0.0,1991,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,False,False,True,True,False,
092148,SWANSEA (FRANCIS STREET),Australia,TAS,-42.1381,148.0736,19.0,2011,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,True,True,True,True,False,False,True,
092163,FINGAL (FLEMING ST),Australia,TAS,-41.643,147.98,255.0,2022,2023,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
093053,ROSS (THE BOULEVARDS),Australia,TAS,-42.025,147.4953,186.0,1993,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,False,False,True,
094008,HOBART AIRPORT WEST,Australia,TAS,-42.83394237,147.5031503,4.0,1958,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,True,"1.11,1.14,1.02,1.02,1.13,1.07,1.0,1.12,1.11,1.15,1.05,1.05,1.09,1.02,1.0,1.0"
094010,CAPE BRUNY LIGHTHOUSE,Australia,TAS,-43.4892,147.1453,55.0,1871,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,True,True,True,
094020,DOVER,Australia,TAS,-43.333,146.998,20.0,1901,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,False,False,True,
094029,HOBART (ELLERSLIE ROAD),Australia,TAS,-42.88989082,147.327447,50.5,1882,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
094041,MAATSUYKER ISLAND LIGHTHOUSE,Australia,TAS,-43.6578,146.2711,146.5,1891,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
094087,KUNANYI (MOUNT WELLINGTON PINNACLE),Australia,TAS,-42.895,147.2358,1260.5,1961,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
094155,TASMAN ISLAND,Australia,TAS,-43.2397,148.0025,240.0,1977,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
094191,HARTZ MOUNTAIN (KEOGHS PIMPLE),Australia,TAS,-43.2006,146.7683,831.0,1994,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
094195,TUNNACK FIRE STATION,Australia,TAS,-42.4543,147.4612,461.5,1997,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
094198,CAPE BRUNY (CAPE BRUNY),Australia,TAS,-43.48876154,147.1445247,59.7,1997,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
094201,MELTON MOWBRAY (NORTH STOCKMAN),Australia,TAS,-42.4928,147.1981,238.0,1996,2021,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,False,False,True,
094212,CAMPANIA (KINCORA),Australia,TAS,-42.6867,147.4258,45.0,2000,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
094220,GROVE (RESEARCH STATION),Australia,TAS,-42.9844,147.0756,65.0,2004,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
094250,HOBART AIRPORT,Australia,TAS,-42.8333,147.5119,2.2,2017,2023,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
094254,DUNALLEY (STROUD POINT),Australia,TAS,-42.9017,147.7894,12.4,2012,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
094255,DENNES POINT,Australia,TAS,-43.0639,147.3567,5.7,2012,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
095003,BUSHY PARK (BUSHY PARK ESTATES),Australia,TAS,-42.7097,146.8983,27.0,1874,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
095048,OUSE FIRE STATION,Australia,TAS,-42.4842,146.7106,90.0,1973,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
095063,MAYDENA POST OFFICE,Australia,TAS,-42.7567,146.6239,281.0,1992,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,True,True,True,
096003,BUTLERS GORGE,Australia,TAS,-42.2753,146.2758,667.0,1941,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
096033,LIAWENEE,Australia,TAS,-41.8997,146.6694,1057.0,2001,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
096071,LAKE ST CLAIR NATIONAL PARK,Australia,TAS,-42.1178,146.1772,742.0,1989,2023,UTC +11:00,Australia/Hobart,BOM,True,True,False,False,True,True,True,False,False,True,
097000,CAPE SORELL,Australia,TAS,-42.1986,145.17,19.3,1899,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
097024,WARRA,Australia,TAS,-43.0609,146.704,495.0,2004,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
097053,STRATHGORDON VILLAGE,Australia,TAS,-42.7681,146.0461,322.0,1968,2021,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
097072,STRAHAN AERODROME,Australia,TAS,-42.15499722,145.2908015,21.0,1976,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,True,
097080,LOW ROCKY POINT,Australia,TAS,-42.9831,145.5025,34.0,1992,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
097083,SCOTTS PEAK DAM,Australia,TAS,-43.0425,146.2722,408.0,1992,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,False,True,True,True,True,True,False,
097085,MOUNT READ,Australia,TAS,-41.8444,145.5417,1119.5,1996,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
098017,KING ISLAND AIRPORT,Australia,TAS,-39.8804,143.8857,35.4,1962,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,True,
099005,FLINDERS ISLAND AIRPORT,Australia,TAS,-40.09113415,148.0024043,9.0,1942,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,True,
0109504,ESPERANCE NTC AWS,Australia,WA,-33.8707,121.8971,0.0,1992,2023,UTC +08:00,Australia/Perth,BOM,False,False,False,True,True,False,False,True,True,False,
0109521,WITCHCLIFFE WEST,Australia,WA,-34.0258,115.0637,84.5,2022,2023,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0140007,REDLAND (ALEXANDRA HILLS),Australia,QLD,-27.54329583,153.2396106,50.5,2015,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0140008,CANUNGRA (DEFENCE),Australia,QLD,-28.0437,153.1871,108.1,2018,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0140009,GREENBANK (DEFENCE),Australia,QLD,-27.6932,152.9935,41.5,2018,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0140010,TIN CAN BAY (DEFENCE),Australia,QLD,-25.9351,152.9647,31.3,2018,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,False,True,True,True,True,True,False,
0200001,MIDDLE PERCY ISLAND,Australia,QLD,-21.66278348,150.2710929,208.7,1999,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,True,True,True,True,False,
0200283,WILLIS ISLAND,Australia,QLD,-16.2878,149.9652,9.3,1921,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,True,True,True,True,False,
0200284,COCOS ISLAND AIRPORT,Australia,WA,-12.1892,96.8344,3.0,1901,2023,UTC +06:30,Indian/Cocos,BOM,True,True,True,True,True,True,True,True,True,True,
0200288,NORFOLK ISLAND AERO,Australia,NSW,-29.03879244,167.9408986,111.7,1890,2023,UTC +12:00,Pacific/Norfolk,BOM,True,True,True,True,True,True,True,True,True,True,
0200601,CATO ISLAND,Australia,QLD,-23.2503,155.542,6.3,1966,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,False,False,True,True,False,
0200701,FREDERICK REEF,Australia,QLD,-20.9375,154.4019,4.9,1968,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,False,False,True,True,False,
0200704,MARION REEF,Australia,QLD,-19.0964,152.3892,2.0,1971,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,False,False,True,True,False,
0200713,ROWLEY SHOALS,Australia,WA,-17.5217,118.9531,0.0,1970,2023,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,False,False,True,True,False,
0200731,POINT FAWCETT,Australia,NT,-11.7628,130.03,6.5,1971,2023,UTC +09:30,Australia/Darwin,BOM,True,True,True,True,True,True,True,True,True,False,
0200732,HOLMES REEF,Australia,QLD,-16.4683,147.8734,1.9,1972,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,False,False,True,True,False,
0200735,ADELE ISLAND,Australia,WA,-15.5114,123.1556,4.6,1972,2023,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,False,False,True,True,False,
0200736,CREAL REEF,Australia,QLD,-20.5303,150.3773,1.7,1972,2023,UTC +10:00,Etc/GMT-10,BOM,True,True,True,True,True,False,False,True,True,False,
0200783,FLINDERS REEF,Australia,QLD,-17.7195,148.4478,2.6,1970,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,False,False,True,True,False,
0200784,BROWSE ISLAND,Australia,WA,-14.1093,123.5476,3.7,1969,2023,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,False,False,True,True,False,
0200786,CAPE WESSEL,Australia,NT,-11.0047,136.7586,18.0,1968,2023,UTC +09:30,Australia/Darwin,BOM,True,True,True,True,True,True,True,True,True,False,
0200790,CHRISTMAS ISLAND AERO,Australia,WA,-10.4515,105.689,261.0,1972,2023,UTC +07:00,Indian/Christmas,BOM,True,True,True,True,True,True,True,True,True,True,
0200831,GANNET CAY,Australia,QLD,-21.9769,152.4707,2.3,1972,2023,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,False,False,True,True,False,
0200838,HOGAN ISLAND,Australia,TAS,-39.2225,146.9841,116.0,1988,2023,UTC +11:00,Australia/Hobart,BOM,True,True,True,True,True,True,True,True,True,False,
0200839,LORD HOWE ISLAND AERO,Australia,NSW,-31.54212497,159.078836,5.0,1988,2023,UTC +11:00,Australia/Lord_Howe,BOM,True,True,True,True,True,True,True,True,True,True,
0200840,BOUGAINVILLE REEF,Australia,QLD,-15.4877,147.1183,0.0,1992,2023,UTC +10:00,Etc/GMT-10,BOM,True,True,True,True,True,False,False,True,True,False,
0200896,NORTH WEST 10 BEACON,Australia,QLD,-27.0,153.242,7.0,2021,2023,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0200897,HOPE BANKS BEACON,Australia,QLD,-27.4344,153.2904,7.0,2021,2023,UTC +10:00,Australia/Brisbane,BOM,,,,,,,,,,,
0300000,DAVIS,Antarctica,,-68.5744,77.9672,18.0,1957,2023,UTC +07:00,Antarctica/Davis,BOM,,,,,,,,,,,
0300001,MAWSON,Antarctica,,-67.6017,62.8753,9.9,1954,2023,UTC +05:00,Antarctica/Mawson,BOM,,,,,,,,,,,
0300004,MACQUARIE ISLAND,Antarctica,,-54.4994,158.9369,6.0,1948,2023,UTC +11:00,Antarctica/Macquarie,BOM,True,True,True,True,True,True,True,True,True,False,
0300012,HAUPT NUNATAK,Antarctica,,-66.5819,110.6939,63.0,1983,2023,UTC +11:00,Antarctica/Casey,BOM,,,,,,,,,,,
0300017,CASEY,Antarctica,,-66.2825,110.5231,40.0,1989,2023,UTC +11:00,Antarctica/Casey,BOM,,,,,,,,,,,
0300033,SNYDER ROCKS,Antarctica,,-66.55,107.75,40.0,1994,2023,UTC +11:00,Antarctica/Casey,BOM,,,,,,,,,,,
0300039,G3,Antarctica,,-70.8919,69.8725,84.0,1999,2023,UTC +05:00,Antarctica/Mawson,BOM,False,False,False,False,True,False,False,True,True,False,
0300046,CAPE POINSETT,Antarctica,,-65.8449,113.0667,90.0,2002,2023,UTC +11:00,Antarctica/Casey,BOM,True,True,False,False,True,False,False,True,True,False,
0300050,WILKINS RUNWAY EAST,Antarctica,,-66.6831,111.5317,753.0,2007,2023,UTC +11:00,Antarctica/Casey,BOM,True,True,True,True,True,True,True,True,True,True,
0300055,DAVIS (WHOOP WHOOP),Antarctica,,-68.4723,78.8735,577.0,2007,2023,UTC +07:00,Antarctica/Davis,BOM,True,True,True,True,True,True,True,True,True,False,
0300060,CASEY SKIWAY SOUTH,Antarctica,,-66.2803,110.7615,390.0,2008,2023,UTC +11:00,Antarctica/Casey,BOM,True,True,True,True,True,True,True,True,True,True,
0300061,BUNGER HILLS,Antarctica,,-66.251,100.6,12.0,2015,2023,UTC +11:00,Antarctica/Casey,BOM,,,,,,,,,,,
0300063,BROWNING PENINSULA,Antarctica,,-66.5525,110.608,83.0,2021,2023,UTC +11:00,Antarctica/Casey,BOM,,,,,,,,,,,
0400139,KINGFISH B (PLATFORM),Australia,VIC,-38.5997,148.189,31.4,...,...,UTC +10:00,Etc/GMT-10,BOM,True,True,True,True,True,True,True,True,True,False,
083055,MOUNT HOTHAM AIRPORT,Australia,VIC,-37.0491,147.335,1295.4,...,...,UTC +11:00,Australia/Melbourne,BOM,True,True,True,True,True,True,True,True,True,True,
0503016,LOMBADINA AIRSTRIP,Australia,WA,-16.5158,122.921,42.0,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
003096,WEST ROEBUCK,Australia,WA,-17.8964,122.312,32.0,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,False,True,False,False,True,True,False,
0505053,BARIMUNYA,Australia,WA,-22.6719,119.163,629.17,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
0505049,CHRISTMAS CREEK,Australia,WA,-22.3562,119.65,437.21,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
0505051,COONDEWANNA,Australia,WA,-22.965,118.809,697.63,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
0505056,FORTESCUE DAVE FORREST,Australia,WA,-22.29,119.434,474.6,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
0505060,SOLOMON AIRPORT,Australia,WA,-22.2547,117.847,611.47,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
0507500,DEGRUSSA AERODROME,Australia,WA,-25.5571,119.287,550.91,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
009204,GOOSEBERRY HILL,Australia,WA,-31.9414,116.051,220.0,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,False,True,True,True,True,True,False,
0512019,MOUNT KEITH,Australia,WA,-27.2856,120.555,542.33,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
002079,HALLS CREEK AIRPORT,Australia,WA,-18.2336,127.667,409.4,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,True,
0989512,NOVOLAZAREVSKAJA,Australia,TAS,-70.7667,11.8333,102.0,...,...,UTC +00:00,Antarctica/Troll,BOM,True,False,False,True,True,False,True,True,True,True,
0989532,SYOWA,Australia,TAS,-69.0,39.5833,21.0,...,...,UTC +03:00,Antarctica/Syowa,BOM,True,True,False,True,True,False,True,True,True,True,
0989642,DUMONT D URVILLE,Australia,TAS,-66.6631,140.008,43.0,...,...,UTC +10:00,Antarctica/DumontDUrville,BOM,True,True,False,True,True,False,True,True,True,True,
0989664,MCMURDO,Australia,TAS,-77.85,166.667,24.0,...,...,UTC +13:00,Antarctica/McMurdo,BOM,True,True,False,True,True,False,True,True,True,True,
0989592,MIRNYJ,Australia,TAS,-66.55,93.0167,35.0,...,...,UTC +06:00,Antarctica/Vostok,BOM,True,True,False,True,True,False,True,True,True,True,
0541150,WELLCAMP AIRPORT,Australia,QLD,-27.5517,151.785,436.98,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,True,True,True,True,True,
0200879,ARLINGTON REEF,Australia,QLD,-16.7226,146.112,0.0,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,False,False,False,True,True,False,
0200892,TORRES STRAIT NTC AWS,Australia,QLD,-10.5865,142.222,3.0,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,False,False,True,True,False,
0200880,LIHOU REEF LIGHTHOUSE,Australia,QLD,-17.133,152.145,0.0,...,...,UTC +10:00,Australia/Brisbane,BOM,True,True,True,True,True,False,False,True,True,False,
066023,LUCAS HEIGHTS AWS,Australia,NSW,-34.0519,150.982,140.0,...,...,UTC +11:00,Australia/Sydney,BOM,True,True,True,True,True,True,True,True,True,False,
0200715,LORD HOWE ISLAND WINDY POINT,Australia,NSW,-31.5381,159.073,4.0,...,...,UTC +11:00,Australia/Lord_Howe,BOM,True,True,True,False,False,False,False,True,True,False,
014954,BRADSHAW,Australia,NT,-14.9408,130.809,75.0,...,...,UTC +09:30,Australia/Darwin,BOM,True,True,True,True,True,True,True,True,True,False,
014023,GUNN POINT,Australia,NT,-12.249,131.045,25.0,...,...,UTC +09:30,Australia/Darwin,BOM,True,True,True,True,True,True,True,True,True,False,
0200212,NORTHERN ENDEAVOUR,Australia,NT,-10.6134,125.984,16.0,...,...,UTC +08:00,Etc/GMT-8,BOM,True,True,True,True,True,True,True,True,True,True,
0250027,VICTORIAN PORTABLE G,Australia,VIC,-38.324,143.057,130.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250111,PORTABLE VIC HARVEST A (DELWP),Australia,VIC,-37.539,147.394,256.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250029,VICTORIAN PORTABLE I,Australia,VIC,-36.455,147.69,1250.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250031,VICTORIAN PORTABLE K,Australia,VIC,-36.515,147.247,420.0,...,...,UTC +11:00,Australia/Melbourne,BOM,True,True,True,False,True,True,True,True,True,False,
0250028,VICTORIAN PORTABLE H,Australia,VIC,-36.791,146.697,575.0,...,...,UTC +11:00,Australia/Melbourne,BOM,True,True,True,False,True,True,True,True,True,False,
0250025,VICTORIAN PORTABLE F,Australia,VIC,-37.4,142.483,324.0,...,...,UTC +11:00,Australia/Melbourne,BOM,True,True,True,False,True,True,True,True,True,False,
0250026,VICTORIAN PORTABLE E,Australia,VIC,-37.825,144.856,21.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250039,VICTORIAN PORTABLE L,Australia,VIC,-38.1466,141.472,120.0,...,...,UTC +11:00,Australia/Melbourne,BOM,True,True,True,False,True,True,True,True,True,False,
0250045,VICTORIAN PORTABLE N,Australia,VIC,-37.3749,144.197,705.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250030,VICTORIAN PORTABLE J,Australia,VIC,-36.0992,144.285,95.0,...,...,UTC +11:00,Australia/Melbourne,BOM,True,True,True,False,True,True,True,True,True,False,
0250044,VICTORIAN PORTABLE M,Australia,VIC,-38.6308,143.894,90.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250112,PORTABLE VIC HARVEST B (DELWP),Australia,VIC,-37.1664,148.915,837.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250032,VICTORIAN PORTABLE D,Australia,VIC,-38.275,146.488,143.0,...,...,UTC +11:00,Australia/Melbourne,BOM,True,True,True,False,True,True,True,True,True,False,
0250123,PORTABLE VIC HARVEST C (DELWP),Australia,VIC,-35.0,150.0,100.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250124,PORTABLE VIC HARVEST D (DELWP),Australia,VIC,-35.0,150.0,100.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250125,PORTABLE VIC HARVEST E (DELWP),Australia,VIC,-35.0,148.0,100.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250126,PORTABLE VIC HARVEST F (DELWP),Australia,VIC,-35.0,148.0,100.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0250130,PORTABLE VIC AWS 1 (CFA),Australia,VIC,-36.6013,144.839,132.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250134,PORTABLE VIC AWS 5 (CFA),Australia,VIC,-38.2776,146.491,0.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250133,PORTABLE VIC AWS 4 (CFA),Australia,VIC,-38.2754,146.489,0.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0503621,KOOLAN ISLAND (KOOLAN CENTRAL AIRPORT),Australia,WA,-16.1242,123.736,163.2,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0250132,PORTABLE VIC AWS 3 (CFA),Australia,VIC,-37.7569,144.954,0.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250131,PORTABLE VIC AWS 2 (CFA),Australia,VIC,-37.3408,144.209,132.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250139,PORTABLE VIC AWS 10 (CFA),Australia,VIC,-37.3458,145.468,0.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250135,PORTABLE VIC AWS 6 (CFA),Australia,VIC,-37.5961,144.429,0.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250138,PORTABLE VIC AWS 9 (CFA),Australia,VIC,-37.4016,144.391,0.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250137,PORTABLE VIC AWS 8 (CFA),Australia,VIC,-37.6172,144.242,0.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0250136,PORTABLE VIC AWS 7 (CFA),Australia,VIC,-37.8164,145.392,0.0,...,...,UTC +11:00,Australia/Melbourne,BOM,,,,,,,,,,,
0200100,VARANUS ISLAND,Australia,WA,-20.655,115.577,24.0,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,False,
005084,THEVENARD ISLAND,Australia,WA,-21.4606,115.02,5.0,...,...,UTC +08:00,Australia/Perth,BOM,True,True,True,True,True,True,True,True,True,False,
0505063,ELIWANA AIRPORT,Australia,WA,-22.4281,116.887,481.07,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0505064,KOODAIDERI AIRPORT,Australia,WA,-22.5055,119.073,450.38,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0504066,IRONBRIDGE AIRPORT,Australia,WA,-21.2838,118.881,196.58,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0507017,GOLDEN GROVE,Australia,WA,-28.7647,116.969,356.3,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0250068,PORTABLE RFSNSW14,Australia,NSW,-33.673,150.564,409.0,...,...,UTC +11:00,Australia/Sydney,BOM,,,,,,,,,,,
0595500,MUELLER RIDGE (LAKE GORDON),Australia,TAS,-42.7981,146.404,790.0,...,...,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
0597504,RAZORBACK (MCKAYS TRACK),Australia,TAS,-43.1522,146.445,378.0,...,...,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
0250121,DBCA PORTABLE AWS 1 (BCAA),Australia,WA,-34.2508,116.145,0.0,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0250117,PORTABLE WA BTSB (DFES),Australia,WA,-31.9606,116.69,20.0,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0250119,DFES PORTABLE AWS D,Australia,WA,-31.2143,120.259,10.0,...,...,UTC +08:00,Australia/Perth,BOM,,,,,,,,,,,
0597046,UPPER RUSSELL (COMPTON HILL),Australia,TAS,-42.9314,146.737,668.0,...,...,UTC +11:00,Australia/Hobart,BOM,,,,,,,,,,,
